data01/mujisekka_160317_watarase_hirano.0004.wav	mujisekka
data01/kumagera_110326_tomakomai_namba.0002.wav	kumagera
data01/akagera_110327_moiwa_namba.0000.wav	akagera
data01/kikuitadaki_0803_hyogo_kaji.0000.wav	kikuitadaki
data01/uguisu_101125_watarase_hirano.0000.wav	uguisu
data01/butogara_111021_asahikawa_mju.0005.wav	hashibutogara
data01/ochu2_150524_tsushima_mju.0005.wav	ochu
data01/sendaimushikui_0905_hyogo_kaji.0008.wav	sendaimushikui
data01/sijuukara8_0903_hyogo_kaji.0005.wav	shijuukara
data01/yabusame_0804_hyogo_kaji.0003.wav	yabusame
data01/kumataka_130506_nikko_abe.0001.wav	kumataka
data01/tahibari_0802_hyogo_kaji.0010.wav	tahibari
data01/jobitakic_160808_hyogo_kuroda.0006.wav	jyoubitaki
data01/jobitakic_160808_hyogo_kuroda.0012.wav	jyoubitaki
data01/kochidori_150412_toyooka_kuroda.0000.wav	kochidori
data01/kiji_1008_aichi_kuroda.0007.wav	kiji
data01/suzume_100525_utsunomiya.0017.wav	suzume
data01/ootaka_060706_mooka_mju.0000.wav	ootaka
data01/kanmurikaitsu_120417ogawara_mikami.0001.wav	kanmurikaitsuburi
data01/bupposo970803_tottori_kuroda.0000.wav	bupposo
data01/kawarahiwa_130623_date_kros.0004.wav	kawarahiwa
data01/mugimaki_120505_hyogo_kaji.0005.wav	mugimaki
data01/tsumenagasekirei_050621_hokkaidou_kaji.0011.wav	tsumenagasekirei
data01/rkonohazuku_120423_ishigaki_moriya.0000.wav	ryuukyuukonohazuku
data01/rkonohazuku_120423_ishigaki_moriya.0006.wav	ryuukyuukonohazuku
data01/nyuunaisuzume_110809_nikko_hirano.0004.wav	nyuunaisuzume
data01/nyuunaisuzume_110809_nikko_hirano.0009.wav	nyuunaisuzume
data01/chogenbo_keikai_130303_utsunomiya_hirano.0000.wav	chogenbo
data01/okonoha_130505_nikko_abe.0004.wav	okonoha
data01/ruribitaki_0902_hyogo_kaji.0014.wav	ruribitaki
data01/kuroji_c_080430_utsunomiya_hirano.0000.wav	kuroji
data01/binzui_080703_asyoro_kuroda.0004.wav	binzui
data01/tsubamechi_121009_hyogo_kuroda.0002.wav	tsubamechi
data01/osahashibuto_120423_ishigaki_moriya.0009.wav	osahashibuto
data01/ostoaka2_140307_amami_ishida.0000.wav	oosutonooakagera
data01/mejiroc_160516_miyake_kuroda.0002.wav	jyoubitaki
data01/mejiroc_160516_miyake_kuroda.0003.wav	jyoubitaki
data01/kisekirei_160601_chichibu_mju.0000.wav	kisekirei
data01/akashobin_150611_kosado_mju.0002.wav	akashobin
data01/ezobitaki2_1010_hyogo_kaji.0005.wav	ezobitaki
data01/kogamo_0910_hyogo_kaji.0000.wav	kogamo
data01/isoshigi_110424_utsunomiya_hirano.0013.wav	isoshigi
data01/omizunagi_120801_fukuoka_mju.0007.wav	omizunagi
data01/benimashiko081118_watarase_hirano.0002.wav	benimashiko
data01/benimashiko081118_watarase_hirano.0003.wav	benimashiko
data01/akahara_100420_watarase.0005.wav	akahara
data01/komukudori_100610_nikkou.0003.wav	komukudori
data01/kakko_120629_utsunomiya_hirano.0008.wav	kakko
data01/yoshigoi_090805_watarase_hirano.0003.wav	yoshigoi
data01/kosame_130514_nasushio_hirano.0001.wav	kosamebitaki
data01/hakusekirei_100316_utsunomiya.0006.wav	hakusekirei
data01/jobitaki_071107_watarase_hirano.0007.wav	jyoubitaki
data01/misago_1008_aichi_kuroda.0009.wav	misago
data01/himeama_140614_fuji_mju.0000.wav	himeama
data01/kakesu_080413_utsunomiya_hirano.0001.wav	kakesu
data01/koshiakastubame_0809_hyogo_kaji.0000.wav	koshiakatsubame
data01/ojirowashi_130215_nemuro_mju.0003.wav	ojirowashi
data01/kawarahiwa_110122_ikeshima_mju.0004.wav	kawarahiwa
data01/nosuri_130402_aomori_kuroda.0002.wav	nosuri
data01/uzura_090427_watarase_hirano.0000.wav	uzura
data01/gojukarahina_140514_kyoto_kaji.0002.wav	gojyuukara
data01/ikaru_0805_hyogo_kaji.0002.wav	ikaru
data01/shijuukara_110429_utsunomiya_hirano.0004.wav	shijuukara
data01/sijuukara2_0710_hyogo_kaji.0003.wav	shijuukara
data01/kakesu_110429_utsunomiya_hirano.0005.wav	kakesu
data01/akagera2_070516_mitake_mju.0001.wav	akagera
data01/sendaimushikui_0905_hyogo_kaji.0000.wav	sendaimushikui
data01/ishigakishiju_120423_ishigaki_moriya.0002.wav	ishigakishiju
data01/umiaisa_130104_tatsuno_kuroda.0000.wav	umiaisa
data01/tsumi_090420_kokubunji_mju.0006.wav	tsumi
data01/binzui_080702_asyoro_kuroda.0004.wav	binzui
data01/kogara_070523_nikko_mju.0000.wav	kogara
data01/keri_120508b_himeji_kuroda.0002.wav	keri
data01/keri_120508_himeji_kuroda.0006.wav	keri
data01/jobitakic_160808_hyogo_kuroda.0013.wav	jyoubitaki
data01/tageri_121116_hyogo_kuroda.0000.wav	tageri
data01/ezosen_130603_muroran_kuros.0002.wav	ezosen
data01/omashiko_121203_tottori_kuroda.0001.wav	omashiko
data01/jyoubitaki_121112_utsunomiya_hirano.0000.wav	jyoubitaki
data01/ooruri_0907_hyogo_kaji.0001.wav	ooruri
data01/kanmurikaitsu_120417ogawara_mikami.0004.wav	kanmurikaitsuburi
data01/ooban_111227_watarase_hirano.0005.wav	ooban
data01/nogoma_050624_hokkaidou_kaji.0004.wav	nogoma
data01/oomushikui_110610_sapporo_namba.0003.wav	oomushikui
data01/oomushikui_110610_sapporo_namba.0014.wav	oomushikui
data01/konotori_140602_toyooka_kuroda.0001.wav	konotori
data01/nobitaki2_070620_nagano_kaji.0000.wav	nobitaki
data01/toki_150202_sado_mju.0001.wav	toki
data01/kosamebitaki_100606_nasusiobara.0000.wav	kosamebitaki
data01/kibitaki_150610_sado_mju.0010.wav	kibitaki
data01/kayakuguri_0811_hyogo_kaji.0015.wav	kayakuguri
data01/hagimashiko_160315_kochi_kuroda2.0000.wav	hagimashiko
data01/kojukei2_060512_hino_mju.0003.wav	kojyukei
data01/ojurin_091116_watarase_hirano.0002.wav	ojurin
data01/kurotsugumi_060604_okutadami_mju.0000.wav	kurotsugumi
data01/uso_100606_nigorigo_mju.0006.wav	uso
data01/kuina_060801_watarase_hirano.0003.wav	kuina
data01/okonoha_130505_nikko_abe.0005.wav	okonoha
data01/kohakucho_151129_kaga_mju.0006.wav	kohakucyou
data01/suzume_120210_nemuro_mju.0001.wav	suzume
data01/koshiakatsubame_1006_hyogo_kaji.0014.wav	koshiakatsubame
data01/isohiyo_110419_hahajima_mju.0003.wav	isohiyodori
data01/rsanshoukui_060315_okinawa_kaji.0017.wav	ryuukyuusanshoukui
data01/shimaenaga_110228_tomamae_mju.0008.wav	shimaenaga
data01/hashibuto_060429_kokubunji_mju.0000.wav	hashibutogarasu
data01/kuina_071127_watarase_hirano.0005.wav	kuina
data01/kuina_071127_watarase_hirano.0009.wav	kuina
data01/kuina_110426_watarase_hirano.0002.wav	kuina
data01/akashobin_150611_kosado_mju.0000.wav	akashobin
data01/isoshigi_060620_oketo_kaji.0001.wav	isoshigi
data01/shinorigamo_tomamae_130201_mju.0000.wav	shinorigamo
data01/ikaru_1007_shimane_kuroda.0005.wav	ikaru
data01/sendaimushikui_1005_hyogo_kaji.0007.wav	sendaimushikui
data01/tamashigi_070623_hyogo_kuroda.0006.wav	tamashigi
data01/akahara_10626_nikkou_hirano.0005.wav	akahara
data01/yoshigoi_090805_watarase_hirano.0009.wav	yoshigoi
data01/ooruri_0905_hyogo_kaji.0002.wav	ooruri
data01/sijuukara6_0803_hyogo_kaji.0012.wav	shijuukara
data01/tsubame_1005_hyogo_kaji.0017.wav	tsubame
data01/oseguro_20110201_tomamae_mju.0001.wav	oseguro
data01/zugurokamome_121123_hyogo_kuroda.0001.wav	zugurokamome
data01/gojukara_110402_maruyama_namba.0004.wav	gojyuukara
data01/yamadori_kosado_140529_mju.0002.wav	yamadori
data01/seguroseki_090102_utsunomiya_hirano.0004.wav	segurosekirei
data01/misosazai-c_091204_sano_hirano.0008.wav	misosazai
data01/takabu_140902_tatsuno_kuroda.0001.wav	takabu
data01/kosamebitaki_100900_hyogo_kaji.0005.wav	kosamebitaki
data01/meboso_060722_marunuma_hirano.0002.wav	mebosomushikui
data01/yamagara_0905_hyogo_kaji.0006.wav	yamagara
data01/hayabusa_130519_date_kuros.0001.wav	hayabusa
