	audio_id	audio_file_path	romaji_name	romaji_to_kana	id	en_name	ja_name	path	ja_path_name	en_path_name	path_taxon_rank_name
0	1103.0	data01/akaeri_110702_sarobetsu_namba.0001.wav	akaeri		Q206840	Red-necked Phalarope	アカエリヒレアシシギ	Q253776/Q206840	ヒレアシシギ属/アカエリヒレアシシギ	Phalaropus/Red-necked Phalarope	genus/species
1	3238.0	data01/akaeri_110702_sarobetsu_namba.0002.wav	akaeri		Q206840	Red-necked Phalarope	アカエリヒレアシシギ	Q253776/Q206840	ヒレアシシギ属/アカエリヒレアシシギ	Phalaropus/Red-necked Phalarope	genus/species
2	3302.0	data01/akaeri_110702_sarobetsu_namba.0000.wav	akaeri		Q206840	Red-necked Phalarope	アカエリヒレアシシギ	Q253776/Q206840	ヒレアシシギ属/アカエリヒレアシシギ	Phalaropus/Red-necked Phalarope	genus/species
3	38.0	data01/akashobin_150611_kosado_mju.0002.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
4	108.0	data01/akashobin_150611_kosado_mju.0000.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
5	309.0	data01/akashobin_150611_kosado_mju.0001.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
6	796.0	data01/akashobin_150613_okutadami_abe.0007.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
7	976.0	data01/akashobin_100512_shiiba_mju.0000.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
8	1685.0	data01/akashobin_150613_okutadami_abe.0006.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
9	2396.0	data01/akashobin_150613_okutadami_abe.0010.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
10	2994.0	data01/akashobin_150613_okutadami_abe.0001.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
11	3045.0	data01/akashobin_150613_okutadami_abe.0008.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
12	3112.0	data01/akashobin_150613_okutadami_abe.0002.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
13	3269.0	data01/akashobin_150613_okutadami_abe.0000.wav	akashobin		Q1110083	Ruddy Kingfisher	アカショウビン	Q371767/Q1110083	Halcyon/アカショウビン	Halcyon/Ruddy Kingfisher	genus/species
